net_name,hpwl,type_die
N137217,372,BOTTOM
N137218,89,BOTTOM
N137219,1478,BOTTOM
N137220,1106,BOTTOM
N137221,1656,BOTTOM
N137222,89,BOTTOM
N137223,1940,BOTTOM
N137224,1300,BOTTOM
N137225,1540,BOTTOM
N137226,110,BOTTOM
N137227,1658,BOTTOM
N137228,1599,BOTTOM
N137229,212,BOTTOM
N137230,929,BOTTOM
N137231,1490,BOTTOM
N137232,1907,BOTTOM
N137233,1483,BOTTOM
N137234,123,BOTTOM
N137235,1539,BOTTOM
N137236,1492,BOTTOM
N137237,314,BOTTOM
N137238,1268,BOTTOM
N137239,118,BOTTOM
N137240,1627,BOTTOM
N137241,1446,BOTTOM
N137242,208,BOTTOM
N137243,1294,BOTTOM
N137244,450,BOTTOM
N137245,2153,BOTTOM
N137246,2468,BOTTOM
N137247,2620,BOTTOM
N137248,2020,BOTTOM
N137249,97,BOTTOM
N137250,1961,BOTTOM
N137251,178,BOTTOM
N137252,1759,BOTTOM
N137253,2308,BOTTOM
N137254,218,BOTTOM
N137255,1923,BOTTOM
N137256,89,BOTTOM
N137257,1529,BOTTOM
N137258,1533,BOTTOM
N137259,1468,BOTTOM
N137260,155,BOTTOM
N137261,1356,BOTTOM
N137262,100,BOTTOM
N137263,1467,BOTTOM
N137264,154,BOTTOM
N137265,3305,BOTTOM
N137266,89,BOTTOM
N137267,1790,BOTTOM
N137268,154,BOTTOM
N137269,2363,BOTTOM
N137270,4481,BOTTOM
N137271,2430,BOTTOM
N137272,2144,BOTTOM
N137273,2069,BOTTOM
N137274,144,BOTTOM
N137275,3227,BOTTOM
N137276,118,BOTTOM
N137277,1997,BOTTOM
N137278,2975,BOTTOM
N137279,1785,BOTTOM
N137280,175,BOTTOM
N137281,103,BOTTOM
N137282,3087,BOTTOM
N137283,2158,BOTTOM
N137284,154,BOTTOM
N137285,2889,BOTTOM
N137286,3411,BOTTOM
N137287,102,BOTTOM
N137288,2966,BOTTOM
N137289,154,BOTTOM
N137290,2271,BOTTOM
N137291,3578,BOTTOM
N137292,108,BOTTOM
N137293,1474,BOTTOM
N137294,1575,BOTTOM
N137295,141,BOTTOM
N137296,1606,BOTTOM
N137297,154,BOTTOM
N137298,1093,BOTTOM
N137299,2249,BOTTOM
N137300,2067,BOTTOM
N137301,1566,BOTTOM
N137302,1580,BOTTOM
N137303,1586,BOTTOM
N137304,103,BOTTOM
N137305,1917,BOTTOM
N137306,228,BOTTOM
N137307,477,BOTTOM
N137308,1821,BOTTOM
N137309,193,BOTTOM
N137310,1367,BOTTOM
N137311,1726,BOTTOM
N137312,408,BOTTOM
N137313,351,BOTTOM
N137314,183,BOTTOM
N137315,148,BOTTOM
N137316,154,BOTTOM
N137317,1309,BOTTOM
N137318,240,BOTTOM
N137319,233,BOTTOM
N137320,1937,BOTTOM
N137321,149,BOTTOM
N137322,1853,BOTTOM
N137323,143,BOTTOM
N137324,1057,BOTTOM
N137325,160,BOTTOM
N137326,126,BOTTOM
N137327,102,BOTTOM
N137328,246,BOTTOM
N137329,1836,BOTTOM
N137330,2077,BOTTOM
N137331,79,BOTTOM
N137332,2749,BOTTOM
N137333,184,BOTTOM
N137334,192,BOTTOM
N137335,178,BOTTOM
N137336,154,BOTTOM
N137337,1667,BOTTOM
N137338,2269,BOTTOM
N137339,1704,BOTTOM
N137340,2766,BOTTOM
N137341,89,BOTTOM
N137342,2914,BOTTOM
N137343,154,BOTTOM
N137344,1753,BOTTOM
N137345,242,BOTTOM
N137346,1737,BOTTOM
N137347,1282,BOTTOM
N137348,1962,BOTTOM
N137349,74,BOTTOM
N137350,1981,BOTTOM
N137351,2202,BOTTOM
N137352,2419,BOTTOM
N137353,368,BOTTOM
N137354,89,BOTTOM
N137355,139,BOTTOM
N137356,2077,BOTTOM
N137357,1944,BOTTOM
N137358,116,BOTTOM
N137359,251,BOTTOM
N137360,2177,BOTTOM
N137361,1844,BOTTOM
N137362,1937,BOTTOM
N137363,1690,BOTTOM
N137364,4303,BOTTOM
N137365,89,BOTTOM
N137366,2265,BOTTOM
N137367,157,BOTTOM
N137368,2086,BOTTOM
N137369,255,BOTTOM
N137370,226,BOTTOM
N137371,4017,BOTTOM
N137372,350,BOTTOM
N137373,107,BOTTOM
N137374,2246,BOTTOM
N137375,191,BOTTOM
N137376,2238,BOTTOM
N137377,1521,BOTTOM
N137378,2262,BOTTOM
N137379,154,BOTTOM
N137380,2407,BOTTOM
N137381,479,BOTTOM
N137382,2235,BOTTOM
N137383,213,BOTTOM
N137384,2363,BOTTOM
N137385,154,BOTTOM
N137386,1686,BOTTOM
N137387,2707,BOTTOM
N137388,245,BOTTOM
N137389,2213,BOTTOM
N137390,1324,BOTTOM
N137391,1653,BOTTOM
N137392,1915,BOTTOM
N137393,502,BOTTOM
N137394,1620,BOTTOM
N137395,147,BOTTOM
N137396,197,BOTTOM
N137397,1887,BOTTOM
N137398,158,BOTTOM
N137399,2063,BOTTOM
N137400,2001,BOTTOM
N137401,110,BOTTOM
N137402,241,BOTTOM
N137403,2132,BOTTOM
N137404,154,BOTTOM
N137405,1896,BOTTOM
N137406,110,BOTTOM
N137407,2170,BOTTOM
N137408,1181,BOTTOM
N137409,140,BOTTOM
N137410,1981,BOTTOM
N137411,1051,BOTTOM
N137412,234,BOTTOM
N137413,206,BOTTOM
N137414,471,BOTTOM
N137415,238,BOTTOM
N137416,78,BOTTOM
N137417,14352,BOTTOM
N137418,375,BOTTOM
N137419,127,BOTTOM
N137420,1536,BOTTOM
N137421,98,BOTTOM
N137422,152,BOTTOM
N137423,214,BOTTOM
N137424,81,BOTTOM
N137425,143,BOTTOM
N137426,1720,BOTTOM
N137427,1537,BOTTOM
N137428,81,BOTTOM
N137429,206,BOTTOM
N137430,166,BOTTOM
N137431,158,BOTTOM
N137432,295,BOTTOM
N137433,1191,BOTTOM
N137434,128,BOTTOM
N137435,133,BOTTOM
N137436,113,BOTTOM
N137437,392,BOTTOM
N137438,1899,BOTTOM
N137439,964,BOTTOM
N137440,542,BOTTOM
N137441,194,BOTTOM
N137442,153,BOTTOM
N137443,2265,BOTTOM
N137444,2082,BOTTOM
N137445,113,BOTTOM
N137446,134,BOTTOM
N137447,1653,BOTTOM
N137448,81,BOTTOM
N137449,1321,BOTTOM
N137450,96,BOTTOM
N137451,157,BOTTOM
N137452,251,BOTTOM
N137453,93,BOTTOM
N137454,81,BOTTOM
N137455,2799,BOTTOM
N137456,227,BOTTOM
N137457,215,BOTTOM
N137458,311,BOTTOM
N137459,164,BOTTOM
N137460,975,BOTTOM
N137461,245,BOTTOM
N137462,1716,BOTTOM
N137463,178,BOTTOM
N137464,215,BOTTOM
N137465,5535,BOTTOM
N137466,116,BOTTOM
N137467,111,BOTTOM
N137468,116,BOTTOM
N137469,113,BOTTOM
N137470,370,BOTTOM
N137471,3445,BOTTOM
N137472,4149,BOTTOM
N137473,81,BOTTOM
N137474,113,BOTTOM
N137475,176,BOTTOM
N137476,1709,BOTTOM
N137477,1813,BOTTOM
N137478,245,BOTTOM
N137479,116,BOTTOM
N137480,88,BOTTOM
N137481,284,BOTTOM
N137482,116,BOTTOM
N137483,250,BOTTOM
N137484,116,BOTTOM
N137485,3088,BOTTOM
N137486,78,BOTTOM
N137487,129,BOTTOM
N137488,235,BOTTOM
N137489,1316,BOTTOM
N137490,122,BOTTOM
N137491,78,BOTTOM
N137492,86,BOTTOM
N137493,182,BOTTOM
N137494,119,BOTTOM
N137495,2449,BOTTOM
N137496,200,BOTTOM
N137497,137,BOTTOM
N137498,284,BOTTOM
N137499,229,BOTTOM
N137500,152,BOTTOM
N137501,249,BOTTOM
N137502,2609,BOTTOM
N137503,123,BOTTOM
N137504,1881,BOTTOM
N137505,942,BOTTOM
N137506,6899,BOTTOM
N137507,453,BOTTOM
N137508,96,BOTTOM
N137509,81,BOTTOM
N137510,79,BOTTOM
N137511,1632,BOTTOM
N137512,86,BOTTOM
N137513,135,BOTTOM
N137514,142,BOTTOM
N137515,81,BOTTOM
N137516,1013,BOTTOM
N137517,175,BOTTOM
N137518,113,BOTTOM
N137519,134,BOTTOM
N137520,140,BOTTOM
N137521,162,BOTTOM
N137522,214,BOTTOM
N137523,147,BOTTOM
N137524,78,BOTTOM
N137525,2214,BOTTOM
N137526,1892,BOTTOM
N137527,2188,BOTTOM
N137528,116,BOTTOM
N137529,133,BOTTOM
N137530,196,BOTTOM
N137531,78,BOTTOM
N137532,141,BOTTOM
N137533,283,BOTTOM
N137534,113,BOTTOM
N137535,346,BOTTOM
N137536,144,BOTTOM
N137537,1375,BOTTOM
N137538,1763,BOTTOM
N137539,1541,BOTTOM
N137540,289,BOTTOM
N137541,233,BOTTOM
N137542,116,BOTTOM
N137543,148,BOTTOM
N137544,121,BOTTOM
N137545,532,BOTTOM
N137546,2356,BOTTOM
N137547,224,BOTTOM
N137548,227,BOTTOM
N137549,242,BOTTOM
N137550,258,BOTTOM
N137551,194,BOTTOM
N137552,257,BOTTOM
N137553,175,BOTTOM
N137554,102,BOTTOM
N137555,5637,BOTTOM
N137556,256,BOTTOM
N137557,154,BOTTOM
N137558,116,BOTTOM
N137559,179,BOTTOM
N137560,340,BOTTOM
N137561,993,BOTTOM
N137562,204,BOTTOM
N137563,119,BOTTOM
N137564,218,BOTTOM
N137565,148,BOTTOM
N137566,416,BOTTOM
N137567,1530,BOTTOM
N137568,86,BOTTOM
N137569,116,BOTTOM
N137570,120,BOTTOM
N137571,211,BOTTOM
N137572,511,BOTTOM
N137573,2221,BOTTOM
N137574,116,BOTTOM
N137575,211,BOTTOM
N137576,485,BOTTOM
N137577,78,BOTTOM
N137578,542,BOTTOM
N137579,142,BOTTOM
N137580,116,BOTTOM
N137581,167,BOTTOM
N137582,171,BOTTOM
N137583,1248,BOTTOM
N137584,791,BOTTOM
N137585,309,BOTTOM
N137586,214,BOTTOM
N137587,81,BOTTOM
N137588,78,BOTTOM
N137589,1286,BOTTOM
N137590,350,BOTTOM
N137591,448,BOTTOM
N137592,217,BOTTOM
N137593,143,BOTTOM
N137594,126,BOTTOM
N137595,289,BOTTOM
N137596,237,BOTTOM
N137597,353,BOTTOM
N137598,3894,BOTTOM
N137599,5822,BOTTOM
N137600,4532,BOTTOM
N137601,143,BOTTOM
N137602,131,BOTTOM
N137603,81,BOTTOM
N137604,78,BOTTOM
N137605,1766,BOTTOM
N137606,156,BOTTOM
N137607,113,BOTTOM
N137608,81,BOTTOM
N137609,115,BOTTOM
N137610,3880,BOTTOM
N137611,4299,BOTTOM
N137612,164,BOTTOM
N137613,105,BOTTOM
N137614,882,BOTTOM
N137615,146,BOTTOM
N137616,97,BOTTOM
N137617,511,BOTTOM
N137618,1262,BOTTOM
N137619,232,BOTTOM
N137620,227,BOTTOM
N137621,81,BOTTOM
N137622,1208,BOTTOM
N137623,287,BOTTOM
N137624,1849,BOTTOM
N137625,138,BOTTOM
N137626,276,BOTTOM
N137627,215,BOTTOM
N137628,111,BOTTOM
N137629,461,BOTTOM
N137630,1558,BOTTOM
N137631,87,BOTTOM
N137632,106,BOTTOM
N137633,240,BOTTOM
N137634,140,BOTTOM
N137635,263,BOTTOM
N137636,1889,BOTTOM
N137637,187,BOTTOM
N137638,81,BOTTOM
N137639,374,BOTTOM
N137640,105,BOTTOM
N137641,216,BOTTOM
N137642,81,BOTTOM
N137643,116,BOTTOM
N137644,121,BOTTOM
N137645,1773,BOTTOM
N137646,228,BOTTOM
N137647,81,BOTTOM
N137648,201,BOTTOM
N137649,436,BOTTOM
N137650,176,BOTTOM
N137651,100,BOTTOM
N137652,222,BOTTOM
N137653,237,BOTTOM
N137654,113,BOTTOM
N137655,171,BOTTOM
N137656,324,BOTTOM
N137657,344,BOTTOM
N137658,420,BOTTOM
N137659,116,BOTTOM
N137660,276,BOTTOM
N137661,78,BOTTOM
N137662,81,BOTTOM
N137663,282,BOTTOM
N137664,246,BOTTOM
N137665,1588,BOTTOM
N137666,273,BOTTOM
N137667,233,BOTTOM
N137668,214,BOTTOM
N137669,228,BOTTOM
N137670,116,BOTTOM
N137671,276,BOTTOM
N137672,147,BOTTOM
N137673,78,BOTTOM
N137674,81,BOTTOM
N137675,135,BOTTOM
N137676,158,BOTTOM
N137677,1939,BOTTOM
N137678,133,BOTTOM
N137679,132,BOTTOM
N137680,190,BOTTOM
N137681,317,BOTTOM
N137682,208,BOTTOM
N137683,244,BOTTOM
N137684,598,BOTTOM
N137685,81,BOTTOM
N137686,1591,BOTTOM
N137687,214,BOTTOM
N137688,113,BOTTOM
N137689,115,BOTTOM
N137690,81,BOTTOM
N137691,97,BOTTOM
N137692,293,BOTTOM
N137693,234,BOTTOM
N137694,1977,BOTTOM
N137695,148,BOTTOM
N137696,429,BOTTOM
N137697,2992,BOTTOM
N137698,121,BOTTOM
N137699,141,BOTTOM
N137700,234,BOTTOM
N137701,149,BOTTOM
N137702,125,BOTTOM
N137703,259,BOTTOM
N137704,1847,BOTTOM
N137705,1854,BOTTOM
N137706,2331,BOTTOM
N137707,2703,BOTTOM
N137708,178,BOTTOM
N137709,86,BOTTOM
N137710,179,BOTTOM
N137711,135,BOTTOM
N137712,116,BOTTOM
N137713,697,BOTTOM
N137714,142,BOTTOM
N137715,233,BOTTOM
N137716,154,BOTTOM
N137717,78,BOTTOM
N137718,183,BOTTOM
N137719,86,BOTTOM
N137720,1923,BOTTOM
N137721,214,BOTTOM
N137722,116,BOTTOM
N137723,176,BOTTOM
N137724,410,BOTTOM
N137725,81,BOTTOM
N137726,243,BOTTOM
N137727,154,BOTTOM
N137728,148,BOTTOM
N137729,105,BOTTOM
N137730,148,BOTTOM
N137731,164,BOTTOM
N137732,89,BOTTOM
N137733,89,BOTTOM
N137734,192,BOTTOM
N137735,370,BOTTOM
N137736,95,BOTTOM
N137737,219,BOTTOM
N137738,110,BOTTOM
N137739,137,BOTTOM
N137740,96,BOTTOM
N137741,89,BOTTOM
N137742,94,BOTTOM
N137743,187,BOTTOM
N137744,99,BOTTOM
N137745,281,BOTTOM
N137746,154,BOTTOM
N137747,143,BOTTOM
N137748,666,BOTTOM
N137749,265,BOTTOM
N137750,842,BOTTOM
N137751,85,BOTTOM
N137752,968,BOTTOM
N137753,277,BOTTOM
N137754,297,BOTTOM
N137755,144,BOTTOM
N137756,146,BOTTOM
N137757,2833,BOTTOM
N137758,2509,BOTTOM
N137759,187,BOTTOM
N137760,111,BOTTOM
N137761,81,BOTTOM
N137762,128,BOTTOM
N137763,1863,BOTTOM
N137764,78,BOTTOM
N137765,126,BOTTOM
N137766,505,BOTTOM
N137767,208,BOTTOM
N137768,266,BOTTOM
N137769,146,BOTTOM
N137770,81,BOTTOM
N137771,169,BOTTOM
N137772,191,BOTTOM
N137773,113,BOTTOM
N137774,422,BOTTOM
N137775,117,BOTTOM
N137776,136,BOTTOM
N137777,89,BOTTOM
N137778,198,BOTTOM
N137779,154,BOTTOM
N137780,601,BOTTOM
N137781,154,BOTTOM
N137782,89,BOTTOM
N137783,870,BOTTOM
N137784,154,BOTTOM
N137785,124,BOTTOM
N137786,335,BOTTOM
N137787,154,BOTTOM
N137788,122,BOTTOM
N137789,154,BOTTOM
N137790,133,BOTTOM
N137791,285,BOTTOM
N137792,89,BOTTOM
N137793,216,BOTTOM
N137794,252,BOTTOM
N137795,206,BOTTOM
N137796,196,BOTTOM
N137797,133,BOTTOM
N137798,253,BOTTOM
N137799,89,BOTTOM
N137800,186,BOTTOM
N137801,172,BOTTOM
N137802,89,BOTTOM
N137803,89,BOTTOM
N137804,172,BOTTOM
N137805,199,BOTTOM
N137806,103,BOTTOM
N137807,301,BOTTOM
N137808,138,BOTTOM
N137809,125,BOTTOM
N137810,113,BOTTOM
N137811,128,BOTTOM
N137812,89,BOTTOM
N137813,419,BOTTOM
N137814,387,BOTTOM
N137815,150,BOTTOM
N137816,127,BOTTOM
N137817,133,BOTTOM
N137818,79,BOTTOM
N137819,314,BOTTOM
N137820,2174,BOTTOM
N137821,116,BOTTOM
N137822,160,BOTTOM
N137823,541,BOTTOM
N137824,78,BOTTOM
N137825,207,BOTTOM
N137826,113,BOTTOM
N137827,336,BOTTOM
N137828,243,BOTTOM
N137829,79,BOTTOM
N137830,165,BOTTOM
N137831,79,BOTTOM
N137832,86,BOTTOM
N137833,116,BOTTOM
N137834,399,BOTTOM
N137835,384,BOTTOM
N137836,78,BOTTOM
N137837,127,BOTTOM
N137838,89,BOTTOM
N137839,174,BOTTOM
N137840,110,BOTTOM
N137841,234,BOTTOM
N137842,188,BOTTOM
N137843,98,BOTTOM
N137844,171,BOTTOM
N137845,154,BOTTOM
N137846,613,BOTTOM
N137847,106,BOTTOM
N137848,193,BOTTOM
N137849,86,BOTTOM
N137850,140,BOTTOM
N137851,116,BOTTOM
N137852,179,BOTTOM
N137853,283,BOTTOM
N137854,14072,BOTTOM
N137855,162,BOTTOM
N137856,577,BOTTOM
N137857,214,BOTTOM
N137858,81,BOTTOM
N137859,78,BOTTOM
N137860,79,BOTTOM
N137861,79,BOTTOM
N137862,356,BOTTOM
N137863,79,BOTTOM
N137864,215,BOTTOM
N137865,146,BOTTOM
N137866,100,BOTTOM
N137867,157,BOTTOM
N137868,135,BOTTOM
N137869,610,BOTTOM
N137870,81,BOTTOM
N137871,322,BOTTOM
N137872,1182,BOTTOM
N137873,215,BOTTOM
N137874,218,BOTTOM
N137875,116,BOTTOM
N137876,156,BOTTOM
N137877,78,BOTTOM
N137878,426,BOTTOM
N137879,478,BOTTOM
N137880,195,BOTTOM
N137881,192,BOTTOM
N137882,86,BOTTOM
N137883,248,BOTTOM
N137884,296,BOTTOM
N137885,214,BOTTOM
N137886,81,BOTTOM
N137887,151,BOTTOM
N137888,95,BOTTOM
N137889,158,BOTTOM
N137890,81,BOTTOM
N137891,267,BOTTOM
N137892,152,BOTTOM
N137893,380,BOTTOM
N137894,212,BOTTOM
N137895,183,BOTTOM
N137896,78,BOTTOM
N137897,303,BOTTOM
N137898,79,BOTTOM
N137899,241,BOTTOM
N137900,116,BOTTOM
N137901,170,BOTTOM
N137902,200,BOTTOM
N137903,9790,BOTTOM
N137904,126,BOTTOM
N137905,116,BOTTOM
N137906,78,BOTTOM
N137907,8069,BOTTOM
N137908,79,BOTTOM
N137909,168,BOTTOM
N137910,140,BOTTOM
N137911,86,BOTTOM
N137912,242,BOTTOM
N137913,153,BOTTOM
N137914,192,BOTTOM
N137915,123,BOTTOM
N137916,295,BOTTOM
N137917,117,BOTTOM
N137918,156,BOTTOM
N137919,331,BOTTOM
N137920,114,BOTTOM
N137921,247,BOTTOM
N137922,78,BOTTOM
N137923,125,BOTTOM
N137924,172,BOTTOM
N137925,78,BOTTOM
N137926,314,BOTTOM
N137927,107,BOTTOM
N137928,86,BOTTOM
N137929,141,BOTTOM
N137930,120,BOTTOM
N137931,106,BOTTOM
N137932,397,BOTTOM
N137933,365,BOTTOM
N137934,582,BOTTOM
N137935,78,BOTTOM
N137936,126,BOTTOM
N137937,306,BOTTOM
N137938,86,BOTTOM
N137939,126,BOTTOM
N137940,145,BOTTOM
N137941,150,BOTTOM
N137942,86,BOTTOM
N137943,286,BOTTOM
N137944,317,BOTTOM
N137945,2692,BOTTOM
N137946,370,BOTTOM
N137947,428,BOTTOM
N137948,724,BOTTOM
N137949,314,BOTTOM
N137950,372,BOTTOM
N137951,158,BOTTOM
N137952,450,BOTTOM
N137953,149,BOTTOM
N137954,168,BOTTOM
N137955,4410,BOTTOM
N137956,79,BOTTOM
N137957,1914,BOTTOM
N137958,263,BOTTOM
N137959,125,BOTTOM
N137960,264,BOTTOM
N137961,78,BOTTOM
N137962,1486,BOTTOM
N137963,518,BOTTOM
N137964,119,BOTTOM
N137965,79,BOTTOM
N137966,86,BOTTOM
N137967,130,BOTTOM
N137968,131,BOTTOM
N137969,86,BOTTOM
N137970,101,BOTTOM
N137971,140,BOTTOM
N137972,160,BOTTOM
N137973,286,BOTTOM
N137974,6694,BOTTOM
N137975,79,BOTTOM
N137976,126,BOTTOM
N137977,184,BOTTOM
N137978,79,BOTTOM
N137979,96,BOTTOM
N137980,255,BOTTOM
N137981,364,BOTTOM
N137982,148,BOTTOM
N137983,232,BOTTOM
N137984,86,BOTTOM
N137985,289,BOTTOM
N137986,129,BOTTOM
N137987,81,BOTTOM
N137988,78,BOTTOM
N137989,114,BOTTOM
N137990,160,BOTTOM
N137991,81,BOTTOM
N137992,493,BOTTOM
N137993,179,BOTTOM
N137994,407,BOTTOM
N137995,309,BOTTOM
N137996,143,BOTTOM
N137997,467,BOTTOM
N137998,173,BOTTOM
N137999,79,BOTTOM
N138000,196,BOTTOM
N138001,79,BOTTOM
N138002,139,BOTTOM
N138003,139,BOTTOM
N138004,146,BOTTOM
N138005,116,BOTTOM
N138006,211,BOTTOM
N138007,182,BOTTOM
N138008,78,BOTTOM
N138009,281,BOTTOM
N138010,5810,BOTTOM
N138011,135,BOTTOM
N138012,177,BOTTOM
N138013,86,BOTTOM
N138014,79,BOTTOM
N138015,86,BOTTOM
N138016,128,BOTTOM
N138017,284,BOTTOM
N138018,86,BOTTOM
N138019,188,BOTTOM
N138020,86,BOTTOM
N138021,249,BOTTOM
N138022,116,BOTTOM
N138023,375,BOTTOM
N138024,169,BOTTOM
N138025,86,BOTTOM
N138026,116,BOTTOM
N138027,211,BOTTOM
N138028,148,BOTTOM
N138029,271,BOTTOM
N138030,312,BOTTOM
N138031,335,BOTTOM
N138032,219,BOTTOM
N138033,188,BOTTOM
N138034,402,BOTTOM
N138035,173,BOTTOM
N138036,233,BOTTOM
N138037,309,BOTTOM
N138038,78,BOTTOM
N138039,138,BOTTOM
N138040,86,BOTTOM
N138041,167,BOTTOM
N138042,316,BOTTOM
N138043,86,BOTTOM
N138044,81,BOTTOM
N138045,79,BOTTOM
N138046,86,BOTTOM
N138047,116,BOTTOM
N138048,113,BOTTOM
N138049,236,BOTTOM
N138050,284,BOTTOM
N138051,179,BOTTOM
N138052,277,BOTTOM
N138053,314,BOTTOM
N138054,434,BOTTOM
N138055,116,BOTTOM
N138056,143,BOTTOM
N138057,135,BOTTOM
N138058,78,BOTTOM
N138059,79,BOTTOM
N138060,233,BOTTOM
N138061,113,BOTTOM
N138062,122,BOTTOM
N138063,94,BOTTOM
N138064,496,BOTTOM
N138065,267,BOTTOM
N138066,158,BOTTOM
N138067,95,BOTTOM
N138068,470,BOTTOM
N138069,146,BOTTOM
N138070,86,BOTTOM
N138071,1114,BOTTOM
N138072,79,BOTTOM
N138073,624,BOTTOM
N138074,234,BOTTOM
N138075,81,BOTTOM
N138076,268,BOTTOM
N138077,116,BOTTOM
N138078,162,BOTTOM
N138079,78,BOTTOM
N138080,432,BOTTOM
N138081,388,BOTTOM
N138082,126,BOTTOM
N138083,143,BOTTOM
N138084,79,BOTTOM
N138085,308,BOTTOM
N138086,246,BOTTOM
N138087,78,BOTTOM
N138088,170,BOTTOM
N138089,131,BOTTOM
N138090,362,BOTTOM
N138091,233,BOTTOM
N138092,116,BOTTOM
N138093,78,BOTTOM
N138094,119,BOTTOM
N138095,171,BOTTOM
N138096,116,BOTTOM
N138097,399,BOTTOM
N138098,219,BOTTOM
N138099,86,BOTTOM
N138100,270,BOTTOM
N138101,135,BOTTOM
N138102,133,BOTTOM
N138103,81,BOTTOM
N138104,224,BOTTOM
N138105,168,BOTTOM
N138106,79,BOTTOM
N138107,204,BOTTOM
N138108,116,BOTTOM
N138109,91,BOTTOM
N138110,508,BOTTOM
N138111,86,BOTTOM
N138112,79,BOTTOM
N138113,288,BOTTOM
N138114,126,BOTTOM
N138115,211,BOTTOM
N138116,205,BOTTOM
N138117,185,BOTTOM
N138118,256,BOTTOM
N138119,124,BOTTOM
N138120,130,BOTTOM
N138121,167,BOTTOM
N138122,126,BOTTOM
N138123,270,BOTTOM
N138124,79,BOTTOM
N138125,96,BOTTOM
N138126,264,BOTTOM
N138127,102,BOTTOM
N138128,865,BOTTOM
N138129,480,BOTTOM
N138130,10254,BOTTOM
N138131,314,BOTTOM
N138132,2410,BOTTOM
N138133,12651,BOTTOM
N138134,119,BOTTOM
N138135,426,BOTTOM
N138136,177,BOTTOM
N138137,86,BOTTOM
N138138,254,BOTTOM
N138139,187,BOTTOM
N138140,282,BOTTOM
N138141,163,BOTTOM
N138142,119,BOTTOM
N138143,373,BOTTOM
N138144,95,BOTTOM
N138145,254,BOTTOM
N138146,278,BOTTOM
N138147,56,BOTTOM
N138148,167,BOTTOM
N138149,252,BOTTOM
N138150,139,BOTTOM
N138151,194,BOTTOM
N138152,73,BOTTOM
N138153,196,BOTTOM
N138154,219,BOTTOM
N138155,173,BOTTOM
N138156,261,BOTTOM
N138157,58,BOTTOM
N138158,146,BOTTOM
N138159,2034,BOTTOM
N138160,672,BOTTOM
N138161,261,BOTTOM
N138162,346,BOTTOM
N138163,269,BOTTOM
N138164,102,BOTTOM
N138165,718,BOTTOM
N138166,249,BOTTOM
N138167,495,BOTTOM
N138168,5535,BOTTOM
N138169,125,BOTTOM
N138170,288,BOTTOM
N138171,58,BOTTOM
N138172,332,BOTTOM
N138173,175,BOTTOM
N138174,119,BOTTOM
N138175,469,BOTTOM
N138176,383,BOTTOM
N138177,458,BOTTOM
N138178,53,BOTTOM
N138179,145,BOTTOM
N138180,118,BOTTOM
N138181,127,BOTTOM
N138182,146,BOTTOM
N138183,58,BOTTOM
N138184,249,BOTTOM
N138185,58,BOTTOM
N138186,146,BOTTOM
N138187,246,BOTTOM
N138188,122,BOTTOM
N138189,134,BOTTOM
N138190,125,BOTTOM
N138191,146,BOTTOM
N138192,171,BOTTOM
N138193,106,BOTTOM
N138194,301,BOTTOM
N138195,175,BOTTOM
N138196,274,BOTTOM
N138197,369,BOTTOM
N138198,104,BOTTOM
N138199,96,BOTTOM
N138200,94,BOTTOM
N138201,399,BOTTOM
N138202,116,BOTTOM
N138203,119,BOTTOM
N138204,112,BOTTOM
N138205,150,BOTTOM
N138206,276,BOTTOM
N138207,335,BOTTOM
N138208,253,BOTTOM
N138209,248,BOTTOM
N138210,124,BOTTOM
N138211,452,BOTTOM
N138212,167,BOTTOM
N138213,143,BOTTOM
N138214,340,BOTTOM
N138215,118,BOTTOM
N138216,146,BOTTOM
N138217,231,BOTTOM
N138218,228,BOTTOM
N138219,143,BOTTOM
N138220,137,BOTTOM
N138221,223,BOTTOM
N138222,53,BOTTOM
N138223,136,BOTTOM
N138224,306,BOTTOM
N138225,187,BOTTOM
N138226,189,BOTTOM
N138227,191,BOTTOM
N138228,133,BOTTOM
N138229,86,BOTTOM
N138230,200,BOTTOM
N138231,133,BOTTOM
N138232,224,BOTTOM
N138233,214,BOTTOM
N138234,58,BOTTOM
N138235,138,BOTTOM
N138236,209,BOTTOM
N138237,96,BOTTOM
N138238,197,BOTTOM
N138239,58,BOTTOM
N138240,279,BOTTOM
N138241,389,BOTTOM
N138242,131,BOTTOM
N138243,103,BOTTOM
N138244,190,BOTTOM
N138245,117,BOTTOM
N138246,140,BOTTOM
N138247,149,BOTTOM
N138248,1306,BOTTOM
N138249,131,BOTTOM
N138250,104,BOTTOM
N138251,283,BOTTOM
N138252,223,BOTTOM
N138253,123,BOTTOM
N138254,96,BOTTOM
N138255,98,BOTTOM
N138256,154,BOTTOM
N138257,152,BOTTOM
N138258,152,BOTTOM
N138259,143,BOTTOM
N138260,367,BOTTOM
N138261,272,BOTTOM
N138262,169,BOTTOM
N138263,421,BOTTOM
N138264,197,BOTTOM
N138265,225,BOTTOM
N138266,183,BOTTOM
N138267,379,BOTTOM
N138268,125,BOTTOM
N138269,188,BOTTOM
N138270,677,BOTTOM
N138271,240,BOTTOM
N138272,211,BOTTOM
N138273,181,BOTTOM
N138274,91,BOTTOM
N138275,161,BOTTOM
N138276,195,BOTTOM
N138277,208,BOTTOM
